what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520513604971
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520513608254
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520513612781
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520513612908
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520513613876
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520513614023
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1520513617156
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1520513676502
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1520513686268
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1520513688689
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1520513704867
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1520513705731
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.DebugLast,1520513711453
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520513711615
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520513717523
activated,perspective,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugPerspective,1520513719254
activated,perspective,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.JavaPerspective,1520513721569
closed,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.VariableView,1520513721588
closed,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.BreakpointView,1520513721589
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.window.closePerspective,1520513721590
activated,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1520513723735
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.Terminate,1520513723858
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1520513726462
closed,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1520513726472
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1520513727439
