what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520510018758
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1520510019654
closed,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.ClassFileEditor,1520510019657
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.DebugLast,1520510033185
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1520510035513
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1520510038509
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.DebugLast,1520510054787
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520510054818
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520510059045
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520510059177
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520510074708
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.DebugLast,1520510110995
started,bundle,org.eclipse.mylyn.java.tasks,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.java.tasks,1520510120397
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1520510120524
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1520510122253
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.DebugLast,1520510130547
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520510130723
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520510132215
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520510169660
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520510216232
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.ClassFileEditor,1520510219890
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.ClassFileEditor,1520510219931
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520510260077
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520510261205
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1520510263225
