what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.DebugLast,1520512816262
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520512816530
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520512818029
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1520512820329
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1520512828910
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.ClassFileEditor,1520512845198
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.ClassFileEditor,1520512845230
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1520512855844
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.DebugLast,1520513529869
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520513530038
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520513530127
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520513530132
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520513531724
opened,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.VariableView,1520513531827
activated,perspective,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugPerspective,1520513531844
started,bundle,org.eclipse.mylyn.ide.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.ide.ui,1520513531887
opened,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.BreakpointView,1520513531899
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520513533348
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520513533485
activated,perspective,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.JavaPerspective,1520513538899
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1520513590427
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1520513598713
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.DebugLast,1520513604667
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520513604843
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520513604964
