what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520511426523
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520511426954
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.DebugLast,1520511438965
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520511439129
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520511439594
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.DebugLast,1520511750505
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520511750725
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520511751193
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520511870949
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520511871095
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520511911484
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520511911642
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1520511929209
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1520511930735
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520511996877
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520511997013
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.DebugLast,1520512057201
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520512057362
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520512063624
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.smartEnter,1520512213606
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.DebugLast,1520512241570
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520512241797
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520512242235
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1520512244410
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1520512251541
