what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520512308030
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520512322240
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.edit.text.java.add.block.comment,1520512327463
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.smartEnter,1520512362959
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.DebugLast,1520512381053
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520512381203
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520512381597
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520512497602
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.window.openEditorDropDown,1520512497613
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520512500086
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520512501940
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520512504039
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.RunToLine,1520512504047
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520512512893
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.window.openEditorDropDown,1520512512901
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520512514903
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.ClassFileEditor,1520512640085
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.ClassFileEditor,1520512640150
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.ClassFileEditor,1520512655260
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1520512658874
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.DebugLast,1520512773863
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520512774053
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520512774609
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1520512780139
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1520512783067
