what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1520513729981
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.edit.text.java.add.block.comment,1520513732842
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.DebugLast,1520513734212
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520513734330
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520513734807
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520513737159
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520513737286
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.edit.text.java.add.block.comment,1520513745550
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.edit.text.java.add.block.comment,1520513746572
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.edit.text.java.remove.block.comment,1520513747712
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.DebugLast,1520513756462
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520513756696
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520513756781
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520513756787
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520513762710
opened,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1520513762773
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.ClassFileEditor,1520513763384
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520513764813
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520513764971
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520513765652
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520513765775
activated,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1520513767117
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.Terminate,1520513767226
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.ClassFileEditor,1520513768434
closed,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1520513768452
