what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit,1520509640745
started,bundle,org.eclipse.mylyn.java.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.java.ui,1520509658839
started,bundle,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui,1520509811301
started,bundle,org.eclipse.jdt.debug,3.4.0.v20080604,org.eclipse.jdt.debug,1520509811354
started,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1520509811382
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.DebugLast,1520509811475
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520509811503
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520509814052
opened,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1520509814993
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.DebugLast,1520509990157
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520509990187
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520509990807
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520509991108
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520509993495
opened,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1520509993679
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.ClassFileEditor,1520509994479
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.ClassFileEditor,1520509994524
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1520510004332
closed,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.ClassFileEditor,1520510004334
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.DebugLast,1520510016092
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520510016121
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520510016861
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520510017053
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.ClassFileEditor,1520510017135
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.ClassFileEditor,1520510017176
