what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520509470367
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.import,1520509470380
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520509472744
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520509475127
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.export,1520509475139
started,bundle,org.eclipse.debug.core,3.4.0.v20080612,org.eclipse.debug.core,1520509480437
started,bundle,org.eclipse.jdt.launching,3.4.1.v20080729_r341,org.eclipse.jdt.launching,1520509480479
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520509480883
started,bundle,org.eclipse.core.filesystem,1.2.0.v20080604-1400,org.eclipse.core.filesystem,1520509531504
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520509531876
started,bundle,org.eclipse.jdt.apt.core,3.3.101.R34x_v20080902-1220,org.eclipse.jdt.apt.core,1520509532006
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.100.v20080407-1345,org.eclipse.jdt.apt.pluggable.core,1520509532013
started,bundle,org.eclipse.ltk.core.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.core.refactoring,1520509540104
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring,1520509540121
started,bundle,org.eclipse.compare,3.4.0.I20080604,org.eclipse.compare,1520509540255
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520509546727
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520509552659
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520509556953
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520509566971
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1520509567349
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1520509567397
started,bundle,org.eclipse.core.variables,3.2.100.v20080529-1300,org.eclipse.core.variables,1520509567860
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520509571907
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520509611159
executed,command,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.editors.lineNumberToggle,1520509622790
