what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520515632574
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.DebugLast,1520515725866
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.DebugLast,1520516248504
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.DebugLast,1520516293611
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1520516344596
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1520516348280
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520516531921
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520516532061
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.DebugLast,1520516583698
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1520516592566
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1520516594302
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520516611022
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520516633394
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520516641228
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520516641413
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520516656508
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520516656710
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520516657685
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520516659652
started,bundle,org.eclipse.mylyn.ide.ant,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.ide.ant,1520516659687
started,bundle,org.eclipse.mylyn.resources.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.resources.ui,1520516659697
closed,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1520516659801
stopped,bundle,org.eclipse.mylyn.ide.ant,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.ide.ant,1520516660222
stopped,bundle,org.eclipse.ant.ui,3.3.0.v20080529,org.eclipse.ant.ui,1520516660223
stopped,bundle,org.eclipse.mylyn.java.tasks,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.java.tasks,1520516660223
