what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1521113223832
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.DebugLast,1521113239104
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521113239135
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521113239884
opened,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1521113245018
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1521113245985
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1521113252693
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.DebugLast,1521113263769
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521113263816
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521113264954
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1521113266358
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1521113268184
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521113270914
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521113507925
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521113520888
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521113964273
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521113969390
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521113983914
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1521113983960
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1521113984023
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521114001183
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521114063599
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.DebugLast,1521114242468
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521114242484
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521114243155
