what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521112246842
started,bundle,org.eclipse.wst.common.snippets,1.1.200.v200805140415,org.eclipse.wst.common.snippets,1521112254518
started,bundle,org.eclipse.gef,3.4.1.v20080716,org.eclipse.gef,1521112254518
started,bundle,org.eclipse.draw2d,3.4.0.v20080529,org.eclipse.draw2d,1521112254642
opened,view,org.eclipse.wst.common.snippets,1.1.200.v200805140415,org.eclipse.wst.common.snippets.internal.ui.SnippetsView,1521112254908
activated,view,org.eclipse.wst.common.snippets,1.1.200.v200805140415,org.eclipse.wst.common.snippets.internal.ui.SnippetsView,1521112254923
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521112254923
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521112256483
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1521112257341
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521112268012
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521112269369
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.edit.text.java.extract.interface,1521112269369
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521112340645
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521112345123
started,bundle,org.eclipse.mylyn.java.tasks,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.java.tasks,1521112478565
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.cut,1521112478596
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1521112481794
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521113040135
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521113048762
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521113197648
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521113209682
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521113210369
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521113212568
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521113212756
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.cut,1521113221070
