what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521111494825
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1521111495324
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1521111495371
started,bundle,org.eclipse.core.variables,3.2.100.v20080529-1300,org.eclipse.core.variables,1521111495792
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521111499957
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521111518240
executed,command,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.editors.lineNumberToggle,1521111523763
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521111625022
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521111676955
started,bundle,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit,1521111696330
started,bundle,org.eclipse.mylyn.java.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.java.ui,1521111710542
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521111727452
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521111737128
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521111778593
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521111928165
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521111932049
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521111984263
started,bundle,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui,1521112196751
started,bundle,org.eclipse.jdt.debug,3.4.0.v20080604,org.eclipse.jdt.debug,1521112196922
started,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1521112197016
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521112197702
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521112197718
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521112237763
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521112241928
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521112244393
