what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521117241633
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.edit.text.java.create.getter.setter,1521117241679
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521117265875
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521117267482
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.edit.text.java.generate.constructor.using.fields,1521117267529
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521117292520
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521117296170
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.edit.text.java.externalize.strings,1521117296186
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521117318556
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521117329227
failed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.edit.text.java.create.delegate.methods,1521117329242
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals,1521117360162
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1521117373890
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521117485102
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521117485211
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1521117514196
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1521118101568
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1521118103643
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521118157775
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521118163892
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521118168165
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521118171996
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521118173240
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521118186061
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521118187528
