what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521116819870
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521116836625
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521116836765
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521116839511
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521116839635
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1521116852037
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1521116859525
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.DebugLast,1521116996119
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521116996151
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521116996665
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1521116997118
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1521117003015
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521117043653
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521117061733
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1521117061780
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1521117061827
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.ClassFileEditor,1521117069736
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1521117073745
closed,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.ClassFileEditor,1521117073745
closed,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.ClassFileEditor,1521117075867
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1521117077083
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1521117081607
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521117169670
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521117174256
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1521117237717
